model,problem,chunk_idx,n_chunks,rel_pos,in_degree,out_degree,n_descendants,frac_descendants,cf_kl,cf_acc,resamp_kl,overdet,tags
deepseek-r1-distill-qwen-14b,problem_3550,16,262,0.06130268199233716,1,1,3,0.011494252873563218,0.3289111089499917,0.060109289617486295,0.7884038267300565,0.5303030303030303,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,17,262,0.06513409961685823,1,1,2,0.007662835249042145,1.7107817854004208,-0.11430395913154534,1.511757190472612,0.3770491803278688,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,18,262,0.06896551724137931,1,1,1,0.0038314176245210726,2.214701835840773,-0.07435897435897443,2.128845414020622,0.6206896551724138,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,19,262,0.07279693486590039,1,0,0,0.0,1.6494892818276745,-0.011160714285714302,1.6236304495543767,0.46153846153846156,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,20,262,0.07662835249042145,1,1,195,0.7471264367816092,1.5702773777043484,0.11026936026936018,2.939757932367982,0.07936507936507942,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,21,262,0.08045977011494253,0,0,0,0.0,3.1403877874998267,-0.0900452488687783,2.3062296139433975,0.537037037037037,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,22,262,0.0842911877394636,1,1,194,0.7432950191570882,1.561614968702664,-0.16650049850448656,1.6618991928148876,0.5384615384615384,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,23,262,0.08812260536398467,1,1,193,0.7394636015325671,1.2074383044145822,0.08066502463054193,1.786406938169956,0.6101694915254237,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,24,262,0.09195402298850575,1,1,192,0.735632183908046,2.8066943758449594,-0.09696969696969704,1.8872792369729166,0.8793103448275862,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,25,262,0.09578544061302682,1,1,191,0.7318007662835249,2.1241921155314127,-0.007878787878787818,3.030863955506268,0.09090909090909094,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,26,262,0.09961685823754789,1,1,190,0.7279693486590039,0.4516033796882786,-0.05747126436781613,2.2415988982131294,0.8484848484848485,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,27,262,0.10344827586206896,1,1,189,0.7241379310344828,1.9672366986080607,0.004195804195804231,2.4917672673402267,0.7586206896551724,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,28,262,0.10727969348659004,0,0,0,0.0,1.6067538403135433,0.0043269230769230616,1.6067538403135433,0.46153846153846156,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,29,262,0.1111111111111111,1,2,188,0.7203065134099617,3.025145541883107,-0.0028860028860028253,1.9131113436109741,0.453125,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,30,262,0.11494252873563218,1,0,0,0.0,1.7353203361271183,0.09128289473684215,1.3804436699792573,0.4126984126984127,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,31,262,0.11877394636015326,1,1,186,0.7126436781609196,0.33568836307307304,-0.08771929824561409,2.9610455476880384,0.40625,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,32,262,0.12260536398467432,1,1,185,0.7088122605363985,0.45810876470704537,0.453125,1.6384053263798763,0.8421052631578947,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,33,262,0.12643678160919541,0,0,0,0.0,2.7701487227982455,-0.18933002481389571,2.672400353831327,0.234375,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,34,262,0.13026819923371646,1,1,184,0.7049808429118773,2.577242522811171,0.07588005215123861,2.577242522811171,0.46153846153846156,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,35,262,0.13409961685823754,1,1,183,0.7011494252873564,4.237910664510922,-0.11666666666666659,1.1913357633147978,0.7627118644067796,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,36,262,0.13793103448275862,1,1,182,0.6973180076628352,2.0858866375648617,-0.042424242424242475,2.0858866375648617,0.4285714285714286,result_consolidation
deepseek-r1-distill-qwen-14b,problem_3550,37,262,0.1417624521072797,1,2,181,0.6934865900383141,2.532623176683858,0.062146892655367214,2.5686650680577165,0.18181818181818177,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,38,262,0.14559386973180077,0,0,0,0.0,2.3918866145377677,-0.05464480874316946,2.3918866145377677,0.10666666666666669,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,39,262,0.14942528735632185,1,1,13,0.04980842911877394,0.19453684883075062,0.031746031746031744,2.140327415275476,0.5081967213114754,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,40,262,0.1532567049808429,1,1,12,0.04597701149425287,1.6652977281727832,0.05434782608695654,1.3710902584062177,0.17460317460317465,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,41,262,0.15708812260536398,0,0,0,0.0,2.15298597511152,-0.04137931034482767,2.392800762805021,0.37681159420289856,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,42,262,0.16091954022988506,1,1,11,0.0421455938697318,1.9196402817784366,-0.033482142857142905,1.8506920257610626,0.03448275862068961,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,43,262,0.16475095785440613,1,1,10,0.038314176245210725,2.5458594850237137,0.018489984591679498,2.3507896499396965,0.171875,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,44,262,0.1685823754789272,1,1,9,0.034482758620689655,2.8304864231753974,-0.07134109001837108,2.8772358603362873,0.2272727272727273,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,45,262,0.1724137931034483,1,1,8,0.03065134099616858,2.0461808567679096,-0.04095238095238096,2.016008898184944,0.2816901408450704,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,46,262,0.17624521072796934,1,1,7,0.02681992337164751,0.34367194978462035,0.22337662337662334,0.6355329441166387,0.7333333333333334,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,47,262,0.18007662835249041,1,1,6,0.022988505747126436,2.5020866232256527,0.033333333333333326,2.9932833160124375,0.1428571428571429,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,48,262,0.1839080459770115,0,0,0,0.0,2.3297009370346524,-0.08783783783783783,2.295305206791806,0.3866666666666667,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,49,262,0.18773946360153257,1,1,5,0.019157088122605363,3.036333282307461,-0.033333333333333326,3.036333282307461,0.02941176470588236,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,50,262,0.19157088122605365,1,1,4,0.01532567049808429,1.2120696312446613,0.057438794726930364,1.1942235017654443,0.21666666666666667,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,51,262,0.19540229885057472,1,1,3,0.011494252873563218,2.4994269567389407,-0.03968253968253965,2.4994269567389407,0.6388888888888888,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,52,262,0.19923371647509577,1,1,2,0.007662835249042145,1.7357794537777422,0.015636105188343907,1.735779453777742,0.11111111111111116,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,53,262,0.20306513409961685,1,1,1,0.0038314176245210726,2.9120843536300844,0.009737318840579712,2.7828775719113237,0.04477611940298509,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,54,262,0.20689655172413793,1,0,0,0.0,1.6329796880578744,0.03642802934480138,2.1752785534175687,0.04347826086956519,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,55,262,0.210727969348659,1,1,3,0.011494252873563218,2.0576182689106326,0.01070472792149868,2.0576182689106326,0.9152542372881356,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,56,262,0.21455938697318008,1,1,2,0.007662835249042145,2.422237909287181,0.014223512336719812,2.185662025784937,0.618421052631579,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,57,262,0.21839080459770116,1,1,1,0.0038314176245210726,1.6948467972145485,-0.07778864970645794,1.3509788459815761,0.36923076923076925,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,58,262,0.2222222222222222,0,0,0,0.0,1.1536424055445051,-0.079225352112676,0.8776210253186688,0.6712328767123288,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,59,262,0.2260536398467433,1,0,0,0.0,1.0673784874741603,0.023809523809523836,1.5355562830112761,0.3380281690140845,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,60,262,0.22988505747126436,1,1,11,0.0421455938697318,1.2073075673915732,-0.09441707717569792,1.4372074476357755,0.4358974358974359,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,61,262,0.23371647509578544,1,1,10,0.038314176245210725,0.34130281687396463,0.26249999999999996,2.7961387735855086,0.9080459770114943,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,62,262,0.23754789272030652,1,1,9,0.034482758620689655,4.185752569977026,-0.11039484286865431,1.5930192596655532,0.7,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,63,262,0.2413793103448276,1,1,8,0.03065134099616858,2.106887527337237,-0.06000000000000005,2.270566258762838,0.1643835616438356,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,64,262,0.24521072796934865,0,0,0,0.0,0.8758811711989118,0.02358490566037741,0.7323265628349763,0.4307692307692308,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,65,262,0.24904214559386972,1,1,7,0.02681992337164751,2.4388699040079764,0.012499999999999956,2.4388699040079764,0.5694444444444444,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,66,262,0.25287356321839083,1,1,6,0.022988505747126436,2.3365640388777567,0.07280701754385965,2.3406234978574503,0.15000000000000002,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,67,262,0.2567049808429119,1,1,5,0.019157088122605363,3.671910101613706,-0.016812865497076057,3.460808792867016,0.6,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,68,262,0.26053639846743293,1,1,4,0.01532567049808429,2.2534375507497897,0.12470588235294111,2.3260524799399827,0.45833333333333337,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,69,262,0.26436781609195403,1,1,3,0.011494252873563218,0.08715640708534717,-0.019058963668850515,0.5976616452539627,0.3466666666666667,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,70,262,0.2681992337164751,1,1,2,0.007662835249042145,1.5608535998794382,0.01388888888888895,1.5504734686934545,0.4931506849315068,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,71,262,0.2720306513409962,0,0,0,0.0,3.2416903036115023,0.0,3.4087745831255103,0.42105263157894735,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,72,262,0.27586206896551724,1,1,1,0.0038314176245210726,2.0496961507671894,-0.01449275362318847,1.8156018228653596,0.13888888888888884,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,73,262,0.2796934865900383,1,0,0,0.0,2.7794938355895233,0.01693548387096777,2.7016396698149627,0.5217391304347826,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,74,262,0.2835249042145594,1,1,3,0.011494252873563218,2.2997859918342574,0.10972346119536125,2.054390679483788,0.24193548387096775,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,75,262,0.28735632183908044,1,1,2,0.007662835249042145,2.7418446363025892,-0.11794871794871797,1.8874083803908277,0.2033898305084746,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,76,262,0.29118773946360155,1,1,1,0.0038314176245210726,3.617308102195876,0.09615384615384615,1.6561658038758624,0.6461538461538461,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,77,262,0.2950191570881226,0,0,0,0.0,2.4872068237444434,-0.03547497043752468,2.9427039352127755,0.296875,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,78,262,0.2988505747126437,1,0,0,0.0,0.12798855261840214,-0.014705882352941124,0.3947441585360805,0.1694915254237288,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,79,262,0.30268199233716475,1,1,166,0.6360153256704981,1.8045224731334586,0.08750000000000002,2.133265883838769,0.4852941176470589,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,80,262,0.3065134099616858,1,2,165,0.632183908045977,1.1275469956007198,-0.08970588235294108,0.8045397646887646,0.4666666666666667,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,81,262,0.3103448275862069,1,1,10,0.038314176245210725,2.0427961557606045,-0.08695652173913038,1.536223364655955,0.6176470588235294,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,82,262,0.31417624521072796,1,1,9,0.034482758620689655,0.2679872816969239,0.12876712328767126,0.7228575125267886,0.782608695652174,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,83,262,0.31800766283524906,1,1,8,0.03065134099616858,1.380751761858672,-0.016410256410256396,2.3292232051984345,0.12328767123287676,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,84,262,0.3218390804597701,1,1,7,0.02681992337164751,2.420204525293923,-0.12,2.420204525293923,0.6133333333333333,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,85,262,0.32567049808429116,1,1,6,0.022988505747126436,0.0,0.0,0.969458240103249,0.96,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,86,262,0.32950191570881227,1,1,5,0.019157088122605363,12.295224174506163,-0.25,2.2959847910045847,0.9178082191780822,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,87,262,0.3333333333333333,0,0,0,0.0,1.4043264928027477,-0.04487179487179482,1.4043264928027477,0.5394736842105263,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,88,262,0.3371647509578544,1,1,4,0.01532567049808429,0.24434569313642082,0.21739130434782605,1.5587989039296095,0.9358974358974359,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,89,262,0.34099616858237547,1,1,3,0.011494252873563218,0.24629675584202132,0.21333333333333337,1.192170376142864,0.30434782608695654,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,90,262,0.3448275862068966,1,2,2,0.007662835249042145,1.1428386749558932,0.034553261091801235,1.114848628563286,0.24,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,91,262,0.3486590038314176,0,0,0,0.0,1.2953476289905432,0.022584446190102136,1.2953476289905432,0.3731343283582089,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,92,262,0.3524904214559387,1,0,0,0.0,1.1370714740952141,0.035886552189851484,1.0860754220011217,0.2894736842105263,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,93,262,0.3563218390804598,1,0,0,0.0,3.325719819748402,-0.1901408450704225,1.3198332194209355,0.2535211267605634,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,94,262,0.36015325670498083,1,1,153,0.5862068965517241,3.1698260226424644,-0.03775846568774344,2.3012396933345713,0.16901408450704225,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,95,262,0.36398467432950193,1,1,152,0.5823754789272031,0.6226311127222617,0.014285714285714235,0.6144648711110364,0.47887323943661975,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,96,262,0.367816091954023,0,0,0,0.0,2.108301365478903,-0.12337662337662336,1.8037541951075264,0.24285714285714288,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,97,262,0.3716475095785441,1,1,151,0.578544061302682,1.5978095424841685,0.04755293300937169,1.173193526341112,0.12698412698412698,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,98,262,0.37547892720306514,0,0,0,0.0,3.4119437824449816,-0.2588486140724946,3.4119437824449816,0.6716417910447761,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,99,262,0.3793103448275862,1,1,150,0.5747126436781609,0.8025994041636229,0.1996996996996997,0.7527242467120436,0.44285714285714284,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,100,262,0.3831417624521073,1,1,149,0.5708812260536399,2.595730742501123,-0.07532467532467535,2.808846145958747,0.1216216216216216,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,101,262,0.38697318007662834,1,1,148,0.5670498084291188,1.5517777763501936,0.004333868378812222,1.5517777763501936,0.22857142857142854,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,102,262,0.39080459770114945,1,1,147,0.5632183908045977,0.0,0.0,0.9795525884766872,0.9438202247191011,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,103,262,0.3946360153256705,1,1,146,0.5593869731800766,1.9724681406119398,-0.1464194373401534,1.8625323729056713,0.6025641025641026,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,104,262,0.39846743295019155,1,1,145,0.5555555555555556,0.4975032920330259,-0.0636645962732919,0.4975032920330259,0.3913043478260869,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,105,262,0.40229885057471265,1,1,144,0.5517241379310345,0.0,0.0,0.2579255142898794,0.8131868131868132,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,106,262,0.4061302681992337,1,1,143,0.5478927203065134,0.0,0.0,1.1312363253075297,0.989010989010989,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,107,262,0.4099616858237548,1,1,142,0.5440613026819924,1.489834860422107,0.026057176891006506,1.1534152940424323,0.45833333333333337,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,108,262,0.41379310344827586,1,1,141,0.5402298850574713,1.167108202986193,0.08325624421831634,1.3232726615357744,0.6304347826086957,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,109,262,0.41762452107279696,1,1,140,0.5363984674329502,1.235874805251678,0.007905138339920903,0.9197255043165476,0.5319148936170213,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,110,262,0.421455938697318,1,1,139,0.5325670498084292,0.0,0.0,1.4214190460452802,0.46590909090909094,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,111,262,0.42528735632183906,1,1,138,0.5287356321839081,0.0,0.0,1.0965803826155447,0.989247311827957,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,112,262,0.42911877394636017,1,1,137,0.524904214559387,0.0,0.0,0.4655791283438825,0.6666666666666667,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,113,262,0.4329501915708812,1,1,136,0.5210727969348659,0.5994446962142628,-0.0026595744680850686,0.5994446962142628,0.6595744680851063,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,114,262,0.4367816091954023,1,1,135,0.5172413793103449,1.3253957771883378,0.016249999999999987,0.9643038367940492,0.6590909090909092,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,115,262,0.44061302681992337,1,1,134,0.5134099616858238,0.0,0.0,0.8966387021355007,0.9895833333333334,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,116,262,0.4444444444444444,1,1,133,0.5095785440613027,0.1534795291613898,0.015325670498084198,1.5259916556032633,0.9468085106382979,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,117,262,0.4482758620689655,1,1,132,0.5057471264367817,0.0,0.0,1.014066191823203,0.9540229885057472,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,118,262,0.4521072796934866,1,1,131,0.5019157088122606,1.2575350567276262,0.1346030729833546,1.0990141095842274,0.6588235294117647,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,119,262,0.4559386973180077,0,0,0,0.0,1.0614706586101852,-0.06637596899224807,2.171560878150592,0.8068181818181819,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,120,262,0.45977011494252873,1,1,130,0.49808429118773945,1.240084823377289,0.039456493336817444,1.240084823377289,0.7558139534883721,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,121,262,0.46360153256704983,1,1,129,0.4942528735632184,1.9023260845722971,-0.06439393939393945,1.6006883795286224,0.4831460674157303,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,122,262,0.4674329501915709,1,1,128,0.4904214559386973,0.14135083729280268,0.02898550724637683,1.003804466217694,0.7045454545454546,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,123,262,0.47126436781609193,1,1,127,0.48659003831417624,1.7434584347707212,-0.0845410628019323,1.7434584347707212,0.23913043478260865,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,124,262,0.47509578544061304,1,1,126,0.4827586206896552,0.4111703933268651,-0.018808777429467072,0.26708525678174183,0.5333333333333333,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,125,262,0.4789272030651341,1,1,125,0.4789272030651341,1.1556771558623988,-0.03797101449275353,0.9740002354793587,0.1477272727272727,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,126,262,0.4827586206896552,1,1,124,0.47509578544061304,0.6272623573996566,-0.029569892473118364,1.0967362453693055,0.4565217391304348,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,127,262,0.48659003831417624,1,1,123,0.47126436781609193,0.4813052329657285,-0.0037878787878787845,0.6581792622492113,0.5053763440860215,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,128,262,0.4904214559386973,1,1,122,0.4674329501915709,0.07478514675644098,0.06690929451287797,0.09500900945186916,0.625,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,129,262,0.4942528735632184,1,1,121,0.46360153256704983,1.8111066448694533,-0.011423794928949516,1.1186092853928773,0.5,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,130,262,0.49808429118773945,0,0,0,0.0,0.2285942000557419,-0.007921866521975018,0.2285942000557419,0.8144329896907216,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,131,262,0.5019157088122606,1,1,120,0.45977011494252873,0.5078505129015681,-0.010901162790697638,0.6703435374040236,0.2421052631578947,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,132,262,0.5057471264367817,1,1,119,0.4559386973180077,1.0166651682402328,-0.10215053763440851,0.4631987729118194,0.59375,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,133,262,0.5095785440613027,1,1,118,0.4521072796934866,0.06096062151226803,0.052631578947368474,0.8808863056291931,0.8602150537634409,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,134,262,0.5134099616858238,1,1,117,0.4482758620689655,0.09729890646451152,0.09278350515463918,0.4711071550604858,0.368421052631579,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,135,262,0.5172413793103449,0,0,0,0.0,1.2026733805877226,-0.04402668283808364,1.043728829975895,0.27835051546391754,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,136,262,0.5210727969348659,1,1,116,0.4444444444444444,0.0834678516043154,-0.02008987575997878,0.47496419300181897,0.25773195876288657,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,137,262,0.524904214559387,1,1,115,0.44061302681992337,1.3543363289719865,-0.014764183185235868,1.2610174087186667,0.25773195876288657,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,138,262,0.5287356321839081,1,1,114,0.4367816091954023,0.8063991452499665,-0.03157216494845361,0.871371490820374,0.34736842105263155,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,139,262,0.5325670498084292,0,0,0,0.0,0.48058840595671914,0.06282216494845361,0.48058840595671914,0.48453608247422686,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_3550,140,262,0.5363984674329502,1,1,113,0.4329501915708812,0.8651693665556142,-0.07999999999999996,1.296791832953428,0.46875,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,141,262,0.5402298850574713,1,1,112,0.42911877394636017,0.2596613105510345,0.04894736842105263,0.25162181173264603,0.89,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,142,262,0.5440613026819924,1,1,111,0.42528735632183906,1.5582017033168138,0.014965986394557818,0.45248303121159716,0.65,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,143,262,0.5478927203065134,1,1,110,0.421455938697318,0.10412645452765831,0.06774193548387097,0.8448315014003163,0.3571428571428571,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,144,262,0.5517241379310345,1,1,109,0.41762452107279696,0.9645933952508765,-0.016956521739130537,1.2416109974388991,0.48,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,145,262,0.5555555555555556,1,1,108,0.41379310344827586,0.12253649236710631,-0.025732031943212164,1.4873013652119353,0.20999999999999996,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,146,262,0.5593869731800766,1,1,107,0.4099616858237548,0.08361412462241087,0.09090909090909094,0.4495720241192307,0.7653061224489796,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,147,262,0.5632183908045977,1,1,106,0.4061302681992337,0.7433509287339134,-0.2823129251700681,1.2632884593362526,0.9595959595959596,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,148,262,0.5670498084291188,1,1,105,0.40229885057471265,0.0,0.0,0.2228580093429703,0.9795918367346939,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,149,262,0.5708812260536399,1,1,104,0.39846743295019155,0.0,0.0,0.43614045092118314,0.99,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,150,262,0.5747126436781609,1,1,103,0.3946360153256705,0.687376111423423,-0.05812499999999998,1.2311776742480998,0.5858585858585859,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,151,262,0.578544061302682,1,1,102,0.39080459770114945,0.0,0.0,0.30266037213996955,0.99,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,152,262,0.5823754789272031,1,1,101,0.38697318007662834,0.10307214074277436,0.07999999999999996,1.2685020834032334,0.9090909090909091,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,153,262,0.5862068965517241,1,1,100,0.3831417624521073,0.2736337088728393,-0.020000000000000018,1.4450324516690487,0.6,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,154,262,0.5900383141762452,1,1,99,0.3793103448275862,0.039821325324588305,0.029999999999999916,0.08769340694020274,0.89,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,155,262,0.5938697318007663,1,1,98,0.37547892720306514,0.0,0.0,1.0441034704061833,0.95,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,156,262,0.5977011494252874,1,1,97,0.3716475095785441,0.0,0.0,0.8868764718455375,0.99,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,157,262,0.6015325670498084,1,1,96,0.367816091954023,0.0,0.0,2.325902934767881,0.99,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,158,262,0.6053639846743295,1,1,95,0.36398467432950193,0.5863889412083065,0.059163059163059195,0.4627676680601048,0.696969696969697,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,159,262,0.6091954022988506,1,1,94,0.36015325670498083,0.11000086563156222,0.08999999999999997,1.2964881755628097,0.8585858585858586,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,160,262,0.6130268199233716,1,1,93,0.3563218390804598,0.0,0.0,0.6490847605550923,0.92,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,161,262,0.6168582375478927,1,1,92,0.3524904214559387,1.7053917616567225,-0.0729980214516297,1.6678689449396278,0.6868686868686869,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,162,262,0.6206896551724138,1,1,91,0.3486590038314176,0.07205330326682878,0.08999999999999997,0.8886333146769035,0.7878787878787878,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_3550,163,262,0.6245210727969349,1,1,90,0.3448275862068966,0.10594856390822796,0.09999999999999998,0.4245206674432804,0.83,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,164,262,0.6283524904214559,1,1,89,0.34099616858237547,0.0,0.0,1.0174891178750824,0.74,active_computation
deepseek-r1-distill-qwen-14b,problem_3550,165,262,0.632183908045977,1,1,88,0.3371647509578544,1.5920564243999613,-0.04407407407407404,1.4821632387177055,0.2727272727272727,plan_generation
deepseek-r1-distill-qwen-14b,problem_3550,166,262,0.6360153256704981,1,1,87,0.3333333333333333,0.06706422019531962,0.08999999999999997,0.46946977210337687,0.76,plan_generation
